Record_ID,Country,ISO_Code,Join_Year,Years_In_NATO,Founding_Member,Nuclear_Sharing,Region,Capital,Area_km2,Government_Type,Alliance_Role,Year,Population_M,GDP_Billion_USD,GDP_Per_Capita_USD,Inflation_Rate_Pct,Unemployment_Rate_Pct,Defense_Budget_Billion_USD,Defense_GDP_Percent,Meets_2_Percent_Target,Active_Military_Personnel,Reserve_Personnel,Total_Military_Personnel,NATO_Contribution_Rank,Interoperability_Score,Training_Exercises_Per_Year
525,Greece,GRC,1952,48,No,No,Southern Europe,Athens,131957,Presidential Republic,Contributing Nation,2000,13.23,503.66,38069.54,8.79,10.11,4.78,0.95,No,709747,413522,1123269,30,96.7,36
526,Greece,GRC,1952,49,No,No,Southern Europe,Athens,131957,Federal Republic,Contributing Nation,2001,13.43,454.65,33853.31,2.13,15.08,12.78,2.81,Yes,78838,386092,464930,3,69.5,43
527,Greece,GRC,1952,50,No,No,Southern Europe,Athens,131957,Presidential Republic,Contributing Nation,2002,13.25,458.51,34604.53,9.63,11.12,6.74,1.47,No,646033,430803,1076836,5,91.9,8
528,Greece,GRC,1952,51,No,No,Southern Europe,Athens,131957,Federal Republic,Framework Nation,2003,13.46,462.49,34360.33,2.83,8.75,13.23,2.86,Yes,133851,422265,556116,8,98.1,38
529,Greece,GRC,1952,52,No,No,Southern Europe,Athens,131957,Parliamentary Republic,Full Member,2004,13.61,497.45,36550.33,1.02,5.47,9.75,1.96,No,448679,401175,849854,18,65.5,28
530,Greece,GRC,1952,53,No,No,Southern Europe,Athens,131957,Parliamentary Monarchy,Lead Nation,2005,13.44,476.42,35447.92,7.19,4.67,10.1,2.12,Yes,512459,485820,998279,11,60.6,33
531,Greece,GRC,1952,54,No,No,Southern Europe,Athens,131957,Federal Republic,Host Nation,2006,13.7,475.37,34698.54,10.7,10.32,4.37,0.92,No,1368330,311785,1680115,14,65.6,19
532,Greece,GRC,1952,55,No,No,Southern Europe,Athens,131957,Federal Republic,Contributing Nation,2007,13.76,512.04,37212.21,0.93,5.6,11.57,2.26,Yes,1281890,363136,1645026,6,84.5,21
533,Greece,GRC,1952,56,No,No,Southern Europe,Athens,131957,Parliamentary Monarchy,Contributing Nation,2008,13.62,504.77,37060.94,11.73,14.38,4.64,0.92,No,247931,278476,526407,15,78.1,42
534,Greece,GRC,1952,57,No,No,Southern Europe,Athens,131957,Federal Republic,Host Nation,2009,13.67,532.76,38972.93,10.2,20.23,9.64,1.81,No,314431,359765,674196,11,86.1,4
535,Greece,GRC,1952,58,No,No,Southern Europe,Athens,131957,Federal Republic,Full Member,2010,13.72,493.63,35978.86,7.59,19.8,10.37,2.1,Yes,528685,175766,704451,7,88.9,36
536,Greece,GRC,1952,59,No,No,Southern Europe,Athens,131957,Parliamentary Monarchy,Contributing Nation,2011,13.85,507.74,36659.93,10.79,16.43,17.72,3.49,Yes,244906,37650,282556,21,76.3,45
537,Greece,GRC,1952,60,No,No,Southern Europe,Athens,131957,Presidential Republic,Lead Nation,2012,13.8,567.21,41102.17,3.23,10.25,9.42,1.66,No,479193,51913,531106,15,62.9,39
538,Greece,GRC,1952,61,No,No,Southern Europe,Athens,131957,Federal Republic,Host Nation,2013,13.86,541.44,39064.94,2.55,9.47,20.79,3.84,Yes,1279574,239046,1518620,23,98.0,14
539,Greece,GRC,1952,62,No,No,Southern Europe,Athens,131957,Federal Republic,Host Nation,2014,14.04,535.4,38133.9,1.78,11.31,5.41,1.01,No,589969,72066,662035,22,68.6,20
540,Greece,GRC,1952,63,No,No,Southern Europe,Athens,131957,Presidential Republic,Full Member,2015,14.11,561.4,39787.38,2.45,21.4,19.71,3.51,Yes,1283967,475283,1759250,27,93.4,33
541,Greece,GRC,1952,64,No,No,Southern Europe,Athens,131957,Presidential Republic,Host Nation,2016,14.12,587.07,41577.2,0.67,10.56,9.45,1.61,No,971984,146865,1118849,21,76.9,16
542,Greece,GRC,1952,65,No,No,Southern Europe,Athens,131957,Parliamentary Republic,Lead Nation,2017,14.08,595.06,42262.78,0.56,21.6,16.96,2.85,Yes,1204637,471442,1676079,3,76.6,27
543,Greece,GRC,1952,66,No,No,Southern Europe,Athens,131957,Parliamentary Republic,Lead Nation,2018,14.32,567.83,39652.93,3.27,13.17,20.04,3.53,Yes,950338,260172,1210510,14,65.2,20
544,Greece,GRC,1952,67,No,No,Southern Europe,Athens,131957,Parliamentary Monarchy,Full Member,2019,14.15,553.86,39142.05,8.59,19.16,23.26,4.2,Yes,640788,85331,726119,30,78.1,10
545,Greece,GRC,1952,68,No,No,Southern Europe,Athens,131957,Parliamentary Republic,Lead Nation,2020,14.42,610.63,42346.05,5.84,14.67,13.68,2.24,Yes,778328,329129,1107457,22,80.7,20
546,Greece,GRC,1952,69,No,No,Southern Europe,Athens,131957,Parliamentary Republic,Contributing Nation,2021,14.52,579.53,39912.53,9.64,17.75,10.37,1.79,No,1139068,302085,1441153,22,88.7,5
547,Greece,GRC,1952,70,No,No,Southern Europe,Athens,131957,Parliamentary Republic,Framework Nation,2022,14.41,592.19,41095.77,4.9,11.31,23.1,3.9,Yes,109634,58678,168312,24,66.8,37
548,Greece,GRC,1952,71,No,No,Southern Europe,Athens,131957,Federal Republic,Contributing Nation,2023,14.58,613.45,42074.76,3.24,4.27,16.87,2.75,Yes,291758,176099,467857,14,89.4,16
549,Greece,GRC,1952,72,No,No,Southern Europe,Athens,131957,Federal Republic,Lead Nation,2024,14.55,586.6,40316.15,1.13,9.46,22.64,3.86,Yes,888446,145803,1034249,8,78.3,36
550,Hungary,HUN,1999,0,No,No,Central Europe,Budapest,93028,Parliamentary Republic,Host Nation,1999,9.66,186.34,19289.86,9.7,20.91,4.96,2.66,Yes,1303729,193514,1497243,30,63.4,27
551,Hungary,HUN,1999,1,No,No,Central Europe,Budapest,93028,Federal Republic,Host Nation,2000,9.84,196.73,19992.89,3.67,15.94,3.64,1.85,No,230854,86884,317738,14,80.3,42
552,Hungary,HUN,1999,2,No,No,Central Europe,Budapest,93028,Parliamentary Republic,Framework Nation,2001,9.83,178.13,18121.06,4.49,10.88,4.04,2.27,Yes,278381,248962,527343,13,62.5,16
553,Hungary,HUN,1999,3,No,No,Central Europe,Budapest,93028,Federal Republic,Contributing Nation,2002,9.81,204.6,20856.27,8.04,17.74,5.34,2.61,Yes,1215131,180221,1395352,29,77.9,38
554,Hungary,HUN,1999,4,No,No,Central Europe,Budapest,93028,Parliamentary Republic,Host Nation,2003,9.83,189.68,19296.03,6.07,21.41,6.64,3.5,Yes,546775,119399,666174,23,71.1,12
555,Hungary,HUN,1999,5,No,No,Central Europe,Budapest,93028,Presidential Republic,Host Nation,2004,9.95,207.92,20896.48,10.15,15.86,2.97,1.43,No,383769,92438,476207,16,64.6,22
556,Hungary,HUN,1999,6,No,No,Central Europe,Budapest,93028,Constitutional Monarchy,Host Nation,2005,9.96,211.25,21209.84,8.63,15.31,4.96,2.35,Yes,431741,295405,727146,24,77.5,12
557,Hungary,HUN,1999,7,No,No,Central Europe,Budapest,93028,Constitutional Monarchy,Host Nation,2006,9.94,214.62,21591.55,2.17,11.16,2.79,1.3,No,1048853,403424,1452277,1,97.8,36
558,Hungary,HUN,1999,8,No,No,Central Europe,Budapest,93028,Parliamentary Monarchy,Host Nation,2007,10.13,232.69,22970.38,3.83,20.88,4.63,1.99,No,995362,470250,1465612,29,73.2,9
559,Hungary,HUN,1999,9,No,No,Central Europe,Budapest,93028,Presidential Republic,Lead Nation,2008,10.06,229.93,22855.86,4.04,10.03,8.9,3.87,Yes,1156946,61776,1218722,23,63.6,5
560,Hungary,HUN,1999,10,No,No,Central Europe,Budapest,93028,Federal Republic,Full Member,2009,10.19,230.69,22638.86,0.76,12.77,3.55,1.54,No,584355,103111,687466,26,67.6,22
561,Hungary,HUN,1999,11,No,No,Central Europe,Budapest,93028,Federal Republic,Framework Nation,2010,10.14,235.14,23189.35,5.07,16.32,6.09,2.59,Yes,1399810,189801,1589611,25,74.5,20
562,Hungary,HUN,1999,12,No,No,Central Europe,Budapest,93028,Federal Republic,Lead Nation,2011,10.27,231.21,22513.15,2.98,19.76,4.44,1.92,No,1178071,46426,1224497,19,66.4,29
563,Hungary,HUN,1999,13,No,No,Central Europe,Budapest,93028,Parliamentary Monarchy,Framework Nation,2012,10.4,248.59,23902.88,2.15,8.06,5.64,2.27,Yes,1255462,45629,1301091,5,96.4,39
564,Hungary,HUN,1999,14,No,No,Central Europe,Budapest,93028,Parliamentary Monarchy,Host Nation,2013,10.36,254.23,24539.58,2.51,11.24,3.03,1.19,No,574712,217824,792536,13,67.3,26
565,Hungary,HUN,1999,15,No,No,Central Europe,Budapest,93028,Federal Republic,Host Nation,2014,10.49,242.61,23127.74,7.23,11.88,6.11,2.52,Yes,634825,438063,1072888,2,90.9,11
566,Hungary,HUN,1999,16,No,No,Central Europe,Budapest,93028,Federal Republic,Host Nation,2015,10.55,246.06,23323.22,8.02,19.85,9.97,4.05,Yes,992490,65604,1058094,32,95.4,43
567,Hungary,HUN,1999,17,No,No,Central Europe,Budapest,93028,Parliamentary Monarchy,Lead Nation,2016,10.48,249.81,23836.83,9.07,13.62,3.22,1.29,No,141432,314491,455923,17,84.5,32
568,Hungary,HUN,1999,18,No,No,Central Europe,Budapest,93028,Parliamentary Republic,Host Nation,2017,10.55,281.11,26645.5,10.22,5.26,10.12,3.6,Yes,1207915,9698,1217613,21,78.0,10
569,Hungary,HUN,1999,19,No,No,Central Europe,Budapest,93028,Constitutional Monarchy,Contributing Nation,2018,10.59,262.8,24815.86,11.48,2.97,2.81,1.07,No,1335806,478705,1814511,5,80.0,42
570,Hungary,HUN,1999,20,No,No,Central Europe,Budapest,93028,Constitutional Monarchy,Framework Nation,2019,10.72,260.61,24310.63,10.53,18.54,3.15,1.21,No,1141747,169638,1311385,24,63.7,39
571,Hungary,HUN,1999,21,No,No,Central Europe,Budapest,93028,Presidential Republic,Full Member,2020,10.64,271.49,25515.98,9.46,10.24,3.72,1.37,No,591675,196066,787741,14,66.0,16
572,Hungary,HUN,1999,22,No,No,Central Europe,Budapest,93028,Parliamentary Republic,Lead Nation,2021,10.78,294.87,27353.43,6.62,13.02,10.38,3.52,Yes,1103873,444084,1547957,30,95.7,9
573,Hungary,HUN,1999,23,No,No,Central Europe,Budapest,93028,Parliamentary Monarchy,Contributing Nation,2022,10.81,299.12,27670.68,4.67,18.34,11.82,3.95,Yes,654916,362809,1017725,22,66.7,21
574,Hungary,HUN,1999,24,No,No,Central Europe,Budapest,93028,Presidential Republic,Full Member,2023,10.8,271.69,25156.48,3.11,4.51,9.75,3.59,Yes,300049,361234,661283,28,86.9,9
575,Hungary,HUN,1999,25,No,No,Central Europe,Budapest,93028,Parliamentary Monarchy,Contributing Nation,2024,10.97,277.96,25338.2,1.74,17.86,9.62,3.46,Yes,90664,103444,194108,4,78.3,18
576,Iceland,ISL,1949,0,Yes,No,Northern Europe,Reykjavik,103000,Parliamentary Monarchy,Host Nation,1949,0.4,25.37,63425.0,1.92,14.04,0.48,1.9,No,203882,410687,614569,12,86.2,3
577,Iceland,ISL,1949,1,Yes,No,Northern Europe,Reykjavik,103000,Parliamentary Monarchy,Host Nation,1950,0.41,26.19,63878.05,4.55,19.1,0.97,3.69,Yes,1217326,182866,1400192,5,63.9,39
578,Iceland,ISL,1949,2,Yes,No,Northern Europe,Reykjavik,103000,Parliamentary Republic,Host Nation,1951,0.41,29.5,71951.22,10.87,12.74,0.78,2.65,Yes,592596,90558,683154,31,74.3,39
579,Iceland,ISL,1949,3,Yes,No,Northern Europe,Reykjavik,103000,Federal Republic,Full Member,1952,0.4,27.85,69625.0,5.38,12.29,0.87,3.12,Yes,745616,199527,945143,21,64.8,9
580,Iceland,ISL,1949,4,Yes,No,Northern Europe,Reykjavik,103000,Federal Republic,Full Member,1953,0.41,29.89,72902.44,8.8,3.64,0.76,2.54,Yes,606048,292597,898645,25,71.1,40
581,Iceland,ISL,1949,5,Yes,No,Northern Europe,Reykjavik,103000,Federal Republic,Host Nation,1954,0.41,31.5,76829.27,5.18,21.7,1.0,3.17,Yes,475190,290911,766101,5,94.9,32
582,Iceland,ISL,1949,6,Yes,No,Northern Europe,Reykjavik,103000,Parliamentary Republic,Full Member,1955,0.41,33.08,80682.93,1.71,10.76,0.7,2.11,Yes,1032561,352871,1385432,10,75.4,39
583,Iceland,ISL,1949,7,Yes,No,Northern Europe,Reykjavik,103000,Presidential Republic,Contributing Nation,1956,0.42,33.97,80880.95,4.68,5.98,1.14,3.35,Yes,355338,34426,389764,26,64.8,29
584,Iceland,ISL,1949,8,Yes,No,Northern Europe,Reykjavik,103000,Federal Republic,Framework Nation,1957,0.42,33.55,79880.95,3.64,17.79,0.61,1.82,No,1221871,311743,1533614,31,86.0,27
585,Iceland,ISL,1949,9,Yes,No,Northern Europe,Reykjavik,103000,Presidential Republic,Host Nation,1958,0.42,35.46,84428.57,1.91,11.79,0.92,2.59,Yes,954938,57142,1012080,2,63.9,5
586,Iceland,ISL,1949,10,Yes,No,Northern Europe,Reykjavik,103000,Constitutional Monarchy,Contributing Nation,1959,0.42,35.44,84380.95,7.45,8.54,0.9,2.54,Yes,377090,201109,578199,7,89.6,44
587,Iceland,ISL,1949,11,Yes,No,Northern Europe,Reykjavik,103000,Constitutional Monarchy,Contributing Nation,1960,0.42,35.77,85166.67,8.11,11.81,1.23,3.43,Yes,424981,154411,579392,22,91.6,36
588,Iceland,ISL,1949,12,Yes,No,Northern Europe,Reykjavik,103000,Constitutional Monarchy,Lead Nation,1961,0.42,35.46,84428.57,11.02,9.67,1.43,4.04,Yes,904127,461939,1366066,29,77.9,4
589,Iceland,ISL,1949,13,Yes,No,Northern Europe,Reykjavik,103000,Federal Republic,Lead Nation,1962,0.43,34.28,79720.93,5.45,8.25,1.06,3.08,Yes,345735,258176,603911,8,82.2,33
590,Iceland,ISL,1949,14,Yes,No,Northern Europe,Reykjavik,103000,Federal Republic,Framework Nation,1963,0.43,37.4,86976.74,10.33,12.13,1.18,3.16,Yes,999557,295283,1294840,32,83.1,26
591,Iceland,ISL,1949,15,Yes,No,Northern Europe,Reykjavik,103000,Constitutional Monarchy,Framework Nation,1964,0.43,37.87,88069.77,0.82,2.9,0.78,2.06,Yes,673601,32703,706304,2,89.8,42
592,Iceland,ISL,1949,16,Yes,No,Northern Europe,Reykjavik,103000,Presidential Republic,Host Nation,1965,0.43,37.1,86279.07,4.54,15.22,0.45,1.22,No,750950,216469,967419,20,83.1,6
593,Iceland,ISL,1949,17,Yes,No,Northern Europe,Reykjavik,103000,Federal Republic,Contributing Nation,1966,0.43,40.61,94441.86,0.93,15.16,0.52,1.28,No,1130641,171479,1302120,27,70.4,32
594,Iceland,ISL,1949,18,Yes,No,Northern Europe,Reykjavik,103000,Parliamentary Republic,Host Nation,1967,0.43,39.78,92511.63,7.08,18.17,1.65,4.15,Yes,820020,169541,989561,22,79.4,44
595,Iceland,ISL,1949,19,Yes,No,Northern Europe,Reykjavik,103000,Parliamentary Republic,Contributing Nation,1968,0.44,39.07,88795.45,6.21,18.95,1.14,2.93,Yes,915839,106279,1022118,14,71.2,5
596,Iceland,ISL,1949,20,Yes,No,Northern Europe,Reykjavik,103000,Parliamentary Monarchy,Full Member,1969,0.44,39.5,89772.73,11.52,16.35,1.1,2.79,Yes,1311323,389987,1701310,22,70.7,38
597,Iceland,ISL,1949,21,Yes,No,Northern Europe,Reykjavik,103000,Constitutional Monarchy,Lead Nation,1970,0.44,43.07,97886.36,9.97,12.09,1.06,2.47,Yes,162271,342092,504363,21,67.8,27
598,Iceland,ISL,1949,22,Yes,No,Northern Europe,Reykjavik,103000,Parliamentary Monarchy,Host Nation,1971,0.45,40.54,90088.89,10.63,14.56,1.05,2.6,Yes,1149821,95186,1245007,32,68.3,31
599,Iceland,ISL,1949,23,Yes,No,Northern Europe,Reykjavik,103000,Parliamentary Monarchy,Host Nation,1972,0.45,41.3,91777.78,7.01,14.54,1.24,3.01,Yes,911086,490518,1401604,24,78.0,17
600,Iceland,ISL,1949,24,Yes,No,Northern Europe,Reykjavik,103000,Parliamentary Republic,Host Nation,1973,0.45,41.24,91644.44,4.16,18.6,1.3,3.16,Yes,914576,215594,1130170,27,70.4,20
601,Iceland,ISL,1949,25,Yes,No,Northern Europe,Reykjavik,103000,Presidential Republic,Framework Nation,1974,0.45,44.94,99866.67,1.81,5.84,0.79,1.75,No,852662,125533,978195,30,78.9,29
602,Iceland,ISL,1949,26,Yes,No,Northern Europe,Reykjavik,103000,Constitutional Monarchy,Contributing Nation,1975,0.45,44.23,98288.89,0.84,17.79,1.72,3.89,Yes,573418,72028,645446,12,85.1,4
603,Iceland,ISL,1949,27,Yes,No,Northern Europe,Reykjavik,103000,Federal Republic,Framework Nation,1976,0.45,48.34,107422.22,7.42,19.34,1.21,2.5,Yes,177513,165076,342589,6,75.5,10
604,Iceland,ISL,1949,28,Yes,No,Northern Europe,Reykjavik,103000,Parliamentary Monarchy,Framework Nation,1977,0.46,44.37,96456.52,8.14,13.61,1.23,2.78,Yes,254505,274156,528661,32,94.5,17
605,Iceland,ISL,1949,29,Yes,No,Northern Europe,Reykjavik,103000,Presidential Republic,Lead Nation,1978,0.46,47.4,103043.48,4.98,16.97,1.64,3.45,Yes,1226920,387024,1613944,14,65.6,13
606,Iceland,ISL,1949,30,Yes,No,Northern Europe,Reykjavik,103000,Parliamentary Republic,Framework Nation,1979,0.46,45.53,98978.26,6.14,9.49,0.82,1.81,No,1237731,29821,1267552,28,78.5,17
607,Iceland,ISL,1949,31,Yes,No,Northern Europe,Reykjavik,103000,Parliamentary Republic,Contributing Nation,1980,0.47,51.22,108978.72,8.73,18.43,1.95,3.8,Yes,762762,249653,1012415,3,92.8,44
608,Iceland,ISL,1949,32,Yes,No,Northern Europe,Reykjavik,103000,Constitutional Monarchy,Full Member,1981,0.47,50.82,108127.66,6.86,8.19,0.55,1.08,No,504136,133135,637271,16,93.4,26
609,Iceland,ISL,1949,33,Yes,No,Northern Europe,Reykjavik,103000,Presidential Republic,Framework Nation,1982,0.47,46.05,97978.72,1.54,18.45,1.87,4.07,Yes,537392,158252,695644,14,93.5,12
610,Iceland,ISL,1949,34,Yes,No,Northern Europe,Reykjavik,103000,Parliamentary Republic,Lead Nation,1983,0.47,53.05,112872.34,9.58,7.48,1.58,2.98,Yes,1352966,213512,1566478,31,88.7,23
611,Iceland,ISL,1949,35,Yes,No,Northern Europe,Reykjavik,103000,Federal Republic,Contributing Nation,1984,0.47,52.36,111404.26,3.5,3.33,1.98,3.79,Yes,337764,366705,704469,21,77.7,3
612,Iceland,ISL,1949,36,Yes,No,Northern Europe,Reykjavik,103000,Presidential Republic,Framework Nation,1985,0.47,53.38,113574.47,7.87,2.06,1.61,3.02,Yes,931387,415221,1346608,21,82.5,9
613,Iceland,ISL,1949,37,Yes,No,Northern Europe,Reykjavik,103000,Federal Republic,Framework Nation,1986,0.48,49.67,103479.17,2.0,13.88,1.29,2.6,Yes,1362930,400617,1763547,29,78.7,10
614,Iceland,ISL,1949,38,Yes,No,Northern Europe,Reykjavik,103000,Federal Republic,Lead Nation,1987,0.48,51.07,106395.83,1.47,9.35,1.62,3.17,Yes,592471,104657,697128,15,60.8,3
615,Iceland,ISL,1949,39,Yes,No,Northern Europe,Reykjavik,103000,Presidential Republic,Full Member,1988,0.48,56.69,118104.17,2.78,16.03,1.72,3.04,Yes,188097,242943,431040,26,84.1,40
616,Iceland,ISL,1949,40,Yes,No,Northern Europe,Reykjavik,103000,Federal Republic,Lead Nation,1989,0.48,52.38,109125.0,0.66,12.52,0.62,1.19,No,1191094,62025,1253119,8,68.8,15
617,Iceland,ISL,1949,41,Yes,No,Northern Europe,Reykjavik,103000,Presidential Republic,Contributing Nation,1990,0.48,52.5,109375.0,6.18,4.6,1.96,3.74,Yes,605400,391851,997251,14,98.8,20
618,Iceland,ISL,1949,42,Yes,No,Northern Europe,Reykjavik,103000,Parliamentary Monarchy,Lead Nation,1991,0.48,57.32,119416.67,3.84,7.24,0.87,1.52,No,307564,15585,323149,16,74.4,45
619,Iceland,ISL,1949,43,Yes,No,Northern Europe,Reykjavik,103000,Federal Republic,Lead Nation,1992,0.49,57.39,117122.45,5.07,6.24,0.68,1.18,No,679395,363843,1043238,17,62.8,37
620,Iceland,ISL,1949,44,Yes,No,Northern Europe,Reykjavik,103000,Parliamentary Monarchy,Full Member,1993,0.49,53.39,108959.18,11.3,21.34,1.07,2.0,Yes,744524,318414,1062938,1,69.9,41
621,Iceland,ISL,1949,45,Yes,No,Northern Europe,Reykjavik,103000,Constitutional Monarchy,Host Nation,1994,0.49,56.63,115571.43,6.93,13.61,2.34,4.13,Yes,278823,468283,747106,32,96.3,31
622,Iceland,ISL,1949,46,Yes,No,Northern Europe,Reykjavik,103000,Presidential Republic,Lead Nation,1995,0.49,55.26,112775.51,1.84,2.88,1.08,1.95,No,298867,137027,435894,18,89.2,29
623,Iceland,ISL,1949,47,Yes,No,Northern Europe,Reykjavik,103000,Constitutional Monarchy,Lead Nation,1996,0.5,57.15,114300.0,4.1,19.85,2.17,3.79,Yes,554640,271542,826182,10,81.7,44
624,Iceland,ISL,1949,48,Yes,No,Northern Europe,Reykjavik,103000,Presidential Republic,Lead Nation,1997,0.49,60.76,124000.0,2.61,11.4,1.43,2.35,Yes,115935,121013,236948,28,64.5,33
625,Iceland,ISL,1949,49,Yes,No,Northern Europe,Reykjavik,103000,Presidential Republic,Full Member,1998,0.5,56.42,112840.0,6.17,18.92,1.17,2.08,Yes,1019037,240497,1259534,23,63.6,20
626,Iceland,ISL,1949,50,Yes,No,Northern Europe,Reykjavik,103000,Parliamentary Monarchy,Full Member,1999,0.5,58.25,116500.0,10.75,13.71,0.85,1.46,No,573585,295803,869388,12,76.2,6
627,Iceland,ISL,1949,51,Yes,No,Northern Europe,Reykjavik,103000,Parliamentary Republic,Lead Nation,2000,0.5,59.46,118920.0,3.77,21.63,1.51,2.54,Yes,690745,14111,704856,24,83.0,8
628,Iceland,ISL,1949,52,Yes,No,Northern Europe,Reykjavik,103000,Parliamentary Monarchy,Full Member,2001,0.5,65.27,130540.0,5.72,21.1,0.92,1.41,No,1384654,252082,1636736,22,97.8,43
629,Iceland,ISL,1949,53,Yes,No,Northern Europe,Reykjavik,103000,Constitutional Monarchy,Framework Nation,2002,0.51,64.09,125666.67,2.93,2.97,1.54,2.4,Yes,1195111,68301,1263412,4,89.0,37
630,Iceland,ISL,1949,54,Yes,No,Northern Europe,Reykjavik,103000,Parliamentary Republic,Full Member,2003,0.51,67.71,132764.71,11.6,19.31,1.46,2.16,Yes,374815,126371,501186,14,66.4,27
631,Iceland,ISL,1949,55,Yes,No,Northern Europe,Reykjavik,103000,Constitutional Monarchy,Contributing Nation,2004,0.51,62.42,122392.16,6.14,10.65,2.11,3.38,Yes,254420,157024,411444,9,74.0,8
632,Iceland,ISL,1949,56,Yes,No,Northern Europe,Reykjavik,103000,Parliamentary Republic,Lead Nation,2005,0.51,68.06,133450.98,3.59,14.01,1.76,2.59,Yes,815382,250291,1065673,24,83.9,29
633,Iceland,ISL,1949,57,Yes,No,Northern Europe,Reykjavik,103000,Presidential Republic,Lead Nation,2006,0.51,66.92,131215.69,3.08,15.72,0.81,1.21,No,973582,355149,1328731,6,71.3,29
634,Iceland,ISL,1949,58,Yes,No,Northern Europe,Reykjavik,103000,Parliamentary Monarchy,Lead Nation,2007,0.51,62.48,122509.8,10.88,18.83,2.22,3.55,Yes,269494,359277,628771,19,82.2,37
635,Iceland,ISL,1949,59,Yes,No,Northern Europe,Reykjavik,103000,Parliamentary Monarchy,Framework Nation,2008,0.51,63.1,123725.49,1.59,15.22,0.66,1.05,No,892608,217041,1109649,23,69.9,7
636,Iceland,ISL,1949,60,Yes,No,Northern Europe,Reykjavik,103000,Parliamentary Republic,Full Member,2009,0.52,70.3,135192.31,9.54,18.86,0.67,0.95,No,972227,94637,1066864,27,94.2,21
637,Iceland,ISL,1949,61,Yes,No,Northern Europe,Reykjavik,103000,Presidential Republic,Host Nation,2010,0.52,66.65,128173.08,9.79,8.83,2.19,3.29,Yes,945109,327556,1272665,12,63.1,40
638,Iceland,ISL,1949,62,Yes,No,Northern Europe,Reykjavik,103000,Federal Republic,Lead Nation,2011,0.52,66.78,128423.08,5.04,2.27,2.08,3.12,Yes,39070,3565,42635,26,93.9,40
639,Iceland,ISL,1949,63,Yes,No,Northern Europe,Reykjavik,103000,Federal Republic,Framework Nation,2012,0.53,71.99,135830.19,8.44,21.26,1.37,1.9,No,1294907,189625,1484532,6,64.9,2
640,Iceland,ISL,1949,64,Yes,No,Northern Europe,Reykjavik,103000,Presidential Republic,Host Nation,2013,0.53,67.41,127188.68,0.81,11.62,2.42,3.59,Yes,396228,450869,847097,28,92.8,36
641,Iceland,ISL,1949,65,Yes,No,Northern Europe,Reykjavik,103000,Presidential Republic,Lead Nation,2014,0.53,68.06,128415.09,0.75,5.32,1.29,1.89,No,995527,221686,1217213,32,78.4,30
642,Iceland,ISL,1949,66,Yes,No,Northern Europe,Reykjavik,103000,Federal Republic,Lead Nation,2015,0.53,72.67,137113.21,4.34,4.05,1.13,1.56,No,823024,27197,850221,32,88.7,40
